div,season,date,team,gameno,home,points,goals,team_opponent,points_opponent,goals_opponent,manager_id,manager_name,caretaker,date_from,date_until,hometeam_uid,awayteam_uid,points_lastseason
E0,2010,2010-09-25,Wigan,6,0,1,0,Birmingham,1,0,194,Roberto Martínez,0,15jun2009,28may2013,3,35,36
E0,2010,2010-11-13,Wigan,13,1,3,1,West Brom,0,0,194,Roberto Martínez,0,15jun2009,28may2013,35,33,36
E0,2010,2010-11-27,Wigan,15,0,0,1,West Ham,3,3,194,Roberto Martínez,0,15jun2009,28may2013,34,35,36
E0,2010,2010-10-02,Wigan,7,1,3,2,Wolves,0,0,194,Roberto Martínez,0,15jun2009,28may2013,35,36,36
E0,2010,2010-10-16,Wigan,8,0,1,2,Newcastle,1,2,194,Roberto Martínez,0,15jun2009,28may2013,22,35,36
E0,2010,2010-11-10,Wigan,12,1,1,1,Liverpool,1,1,194,Roberto Martínez,0,15jun2009,28may2013,35,18,36
E0,2010,2011-03-19,Wigan,30,1,3,2,Birmingham,0,1,194,Roberto Martínez,0,15jun2009,28may2013,35,3,36
E0,2010,2011-04-16,Wigan,33,0,3,3,Blackpool,0,1,194,Roberto Martínez,0,15jun2009,28may2013,5,35,36
E0,2010,2011-04-02,Wigan,31,1,1,0,Tottenham,1,0,194,Roberto Martínez,0,15jun2009,28may2013,35,31,36
E0,2010,2011-04-30,Wigan,35,1,1,1,Everton,1,1,194,Roberto Martínez,0,15jun2009,28may2013,35,13,36
E0,2010,2011-05-22,Wigan,38,0,3,1,Stoke,0,0,194,Roberto Martínez,0,15jun2009,28may2013,28,35,36
E0,2010,2010-10-23,Wigan,9,1,1,1,Bolton,1,1,194,Roberto Martínez,0,15jun2009,28may2013,35,6,36
E0,2010,2011-05-07,Wigan,36,0,1,1,Aston Villa,1,1,194,Roberto Martínez,0,15jun2009,28may2013,2,35,36
E0,2010,2011-02-26,Wigan,28,1,0,0,Man United,3,4,194,Roberto Martínez,0,15jun2009,28may2013,35,20,36
E0,2010,2011-01-22,Wolves,23,1,0,0,Liverpool,3,3,152,Mick McCarthy,0,05aug2006,14feb2012,36,18,38
E0,2010,2011-04-02,Wolves,31,0,0,1,Newcastle,3,4,152,Mick McCarthy,0,05aug2006,14feb2012,22,36,38
E0,2010,2011-04-26,Wolves,34,0,0,0,Stoke,3,3,152,Mick McCarthy,0,05aug2006,14feb2012,28,36,38
E0,2010,2010-08-28,Wolves,3,1,1,1,Newcastle,1,1,152,Mick McCarthy,0,05aug2006,14feb2012,36,22,38
E0,2010,2010-11-20,Wolves,14,0,0,1,Blackpool,3,2,152,Mick McCarthy,0,05aug2006,14feb2012,5,36,38
E0,2010,2011-05-08,Wolves,36,1,3,3,West Brom,0,1,152,Mick McCarthy,0,05aug2006,14feb2012,36,33,38
E0,2010,2011-01-05,Wolves,21,1,3,1,Chelsea,0,0,152,Mick McCarthy,0,05aug2006,14feb2012,36,11,38
E0,2010,2011-01-15,Wolves,22,0,0,3,Man City,3,4,152,Mick McCarthy,0,05aug2006,14feb2012,19,36,38
E0,2010,2010-10-02,Wolves,7,0,0,0,Wigan,3,2,152,Mick McCarthy,0,05aug2006,14feb2012,35,36,38
E0,2010,2011-05-14,Wolves,37,0,3,3,Sunderland,0,1,152,Mick McCarthy,0,05aug2006,14feb2012,29,36,38
E0,2010,2010-10-30,Wolves,10,1,3,2,Man City,0,1,152,Mick McCarthy,0,05aug2006,14feb2012,36,19,38
E0,2010,2011-04-23,Wolves,33,1,1,1,Fulham,1,1,152,Mick McCarthy,0,05aug2006,14feb2012,36,14,38
E0,2010,2011-03-19,Wolves,30,0,3,1,Aston Villa,0,0,152,Mick McCarthy,0,05aug2006,14feb2012,2,36,38
E0,2010,2011-02-02,Wolves,24,0,0,0,Bolton,3,1,152,Mick McCarthy,0,05aug2006,14feb2012,6,36,38
E0,2010,2010-11-06,Wolves,11,0,0,1,Man United,3,2,152,Mick McCarthy,0,05aug2006,14feb2012,20,36,38
E0,2010,2010-12-29,Wolves,19,0,3,1,Liverpool,0,0,152,Mick McCarthy,0,05aug2006,14feb2012,18,36,38
E0,2010,2010-11-10,Wolves,12,1,0,0,Arsenal,3,2,152,Mick McCarthy,0,05aug2006,14feb2012,36,1,38
E0,2010,2010-08-14,Wolves,1,1,3,2,Stoke,0,1,152,Mick McCarthy,0,05aug2006,14feb2012,36,28,38
E0,2010,2010-09-11,Wolves,4,0,0,1,Fulham,3,2,152,Mick McCarthy,0,05aug2006,14feb2012,14,36,38
E0,2010,2010-12-04,Wolves,16,0,0,0,Blackburn,3,3,152,Mick McCarthy,0,05aug2006,14feb2012,4,36,38
E0,2010,2011-05-01,Wolves,35,0,1,1,Birmingham,1,1,152,Mick McCarthy,0,05aug2006,14feb2012,3,36,38
E0,2010,2011-02-26,Wolves,28,1,3,4,Blackpool,0,0,152,Mick McCarthy,0,05aug2006,14feb2012,36,5,38
E0,2010,2011-02-05,Wolves,25,1,3,2,Man United,0,1,152,Mick McCarthy,0,05aug2006,14feb2012,36,20,38
E0,2010,2010-11-13,Wolves,13,1,0,2,Bolton,3,3,152,Mick McCarthy,0,05aug2006,14feb2012,36,6,38
E0,2010,2011-01-01,Wolves,20,0,0,0,West Ham,3,2,152,Mick McCarthy,0,05aug2006,14feb2012,34,36,38
E0,2010,2011-04-09,Wolves,32,1,0,0,Everton,3,3,152,Mick McCarthy,0,05aug2006,14feb2012,36,13,38
E0,2010,2010-09-18,Wolves,5,0,0,1,Tottenham,3,3,152,Mick McCarthy,0,05aug2006,14feb2012,31,36,38
E0,2010,2011-02-20,Wolves,27,0,1,1,West Brom,1,1,152,Mick McCarthy,0,05aug2006,14feb2012,33,36,38
E0,2010,2010-10-23,Wolves,9,0,0,0,Chelsea,3,2,152,Mick McCarthy,0,05aug2006,14feb2012,11,36,38
E0,2010,2010-08-21,Wolves,2,0,1,1,Everton,1,1,152,Mick McCarthy,0,05aug2006,14feb2012,13,36,38
E0,2010,2010-11-27,Wolves,15,1,3,3,Sunderland,0,2,152,Mick McCarthy,0,05aug2006,14feb2012,36,29,38
E0,2010,2010-09-26,Wolves,6,1,0,1,Aston Villa,3,2,152,Mick McCarthy,0,05aug2006,14feb2012,36,2,38
E0,2010,2011-05-22,Wolves,38,1,0,2,Blackburn,3,3,152,Mick McCarthy,0,05aug2006,14feb2012,36,4,38
E0,2010,2011-02-12,Wolves,26,0,0,0,Arsenal,3,2,152,Mick McCarthy,0,05aug2006,14feb2012,1,36,38
E0,2010,2010-12-26,Wolves,18,1,0,1,Wigan,3,2,152,Mick McCarthy,0,05aug2006,14feb2012,36,35,38
E0,2010,2010-10-16,Wolves,8,1,1,1,West Ham,1,1,152,Mick McCarthy,0,05aug2006,14feb2012,36,34,38
E0,2010,2011-03-06,Wolves,29,1,1,3,Tottenham,1,3,152,Mick McCarthy,0,05aug2006,14feb2012,36,31,38
E0,2010,2010-12-12,Wolves,17,1,3,1,Birmingham,0,0,152,Mick McCarthy,0,05aug2006,14feb2012,36,3,38
E0,2011,2012-05-05,Arsenal,37,1,1,3,Norwich,1,3,19,Arsène Wenger,0,01oct1996,13may2018,1,23,68
E0,2011,2011-09-24,Arsenal,6,1,3,3,Bolton,0,0,19,Arsène Wenger,0,01oct1996,13may2018,1,6,68
E0,2011,2012-03-03,Arsenal,27,0,3,2,Liverpool,0,1,19,Arsène Wenger,0,01oct1996,13may2018,18,1,68
E0,2011,2012-03-21,Arsenal,29,0,3,1,Everton,0,0,19,Arsène Wenger,0,01oct1996,13may2018,13,1,68
E0,2011,2012-04-28,Arsenal,36,0,1,1,Stoke,1,1,19,Arsène Wenger,0,01oct1996,13may2018,28,1,68
E0,2011,2012-04-11,Arsenal,33,0,3,3,Wolves,0,0,19,Arsène Wenger,0,01oct1996,13may2018,36,1,68
E0,2011,2011-08-28,Arsenal,3,0,0,2,Man United,3,8,19,Arsène Wenger,0,01oct1996,13may2018,20,1,68
E0,2011,2011-10-23,Arsenal,9,1,3,3,Stoke,0,1,19,Arsène Wenger,0,01oct1996,13may2018,1,28,68
E0,2011,2011-12-03,Arsenal,14,0,3,4,Wigan,0,0,19,Arsène Wenger,0,01oct1996,13may2018,35,1,68
E0,2011,2012-03-31,Arsenal,31,0,0,1,QPR,3,2,19,Arsène Wenger,0,01oct1996,13may2018,25,1,68
E0,2011,2011-08-13,Arsenal,1,0,1,0,Newcastle,1,0,19,Arsène Wenger,0,01oct1996,13may2018,22,1,68
E0,2011,2011-10-16,Arsenal,8,1,3,2,Sunderland,0,1,19,Arsène Wenger,0,01oct1996,13may2018,1,29,68
E0,2011,2011-11-26,Arsenal,13,1,1,1,Fulham,1,1,19,Arsène Wenger,0,01oct1996,13may2018,1,14,68
E0,2011,2012-01-02,Arsenal,20,0,0,1,Fulham,3,2,19,Arsène Wenger,0,01oct1996,13may2018,14,1,68
E0,2011,2012-02-11,Arsenal,25,0,3,2,Sunderland,0,1,19,Arsène Wenger,0,01oct1996,13may2018,29,1,68
E0,2011,2011-11-05,Arsenal,11,1,3,3,West Brom,0,0,19,Arsène Wenger,0,01oct1996,13may2018,1,33,68
E0,2011,2012-02-04,Arsenal,24,1,3,7,Blackburn,0,1,19,Arsène Wenger,0,01oct1996,13may2018,1,4,68
E0,2011,2012-01-15,Arsenal,21,0,0,2,Swansea,3,3,19,Arsène Wenger,0,01oct1996,13may2018,30,1,68
E0,2011,2011-12-18,Arsenal,16,0,0,0,Man City,3,1,19,Arsène Wenger,0,01oct1996,13may2018,19,1,68
E0,2011,2011-09-17,Arsenal,5,0,0,3,Blackburn,3,4,19,Arsène Wenger,0,01oct1996,13may2018,4,1,68
E0,2011,2011-09-10,Arsenal,4,1,3,1,Swansea,0,0,19,Arsène Wenger,0,01oct1996,13may2018,1,30,68
E0,2011,2011-10-29,Arsenal,10,0,3,5,Chelsea,0,3,19,Arsène Wenger,0,01oct1996,13may2018,11,1,68
E0,2011,2012-01-22,Arsenal,22,1,0,1,Man United,3,2,19,Arsène Wenger,0,01oct1996,13may2018,1,20,68
E0,2011,2011-12-27,Arsenal,18,1,1,1,Wolves,1,1,19,Arsène Wenger,0,01oct1996,13may2018,1,36,68
E0,2011,2012-02-01,Arsenal,23,0,1,0,Bolton,1,0,19,Arsène Wenger,0,01oct1996,13may2018,6,1,68
E0,2011,2011-11-19,Arsenal,12,0,3,2,Norwich,0,1,19,Arsène Wenger,0,01oct1996,13may2018,23,1,68
E0,2011,2012-03-12,Arsenal,28,1,3,2,Newcastle,0,1,19,Arsène Wenger,0,01oct1996,13may2018,1,22,68
E0,2011,2011-12-10,Arsenal,15,1,3,1,Everton,0,0,19,Arsène Wenger,0,01oct1996,13may2018,1,13,68
E0,2011,2011-08-20,Arsenal,2,1,0,0,Liverpool,3,2,19,Arsène Wenger,0,01oct1996,13may2018,1,18,68
E0,2011,2012-04-16,Arsenal,34,1,0,1,Wigan,3,2,19,Arsène Wenger,0,01oct1996,13may2018,1,35,68
E0,2011,2012-03-24,Arsenal,30,1,3,3,Aston Villa,0,0,19,Arsène Wenger,0,01oct1996,13may2018,1,2,68
E0,2011,2012-04-08,Arsenal,32,1,3,1,Man City,0,0,19,Arsène Wenger,0,01oct1996,13may2018,1,19,68
E0,2011,2011-12-21,Arsenal,17,0,3,2,Aston Villa,0,1,19,Arsène Wenger,0,01oct1996,13may2018,2,1,68
E0,2011,2011-10-02,Arsenal,7,0,0,1,Tottenham,3,2,19,Arsène Wenger,0,01oct1996,13may2018,31,1,68
E0,2011,2012-05-13,Arsenal,38,0,3,3,West Brom,0,2,19,Arsène Wenger,0,01oct1996,13may2018,33,1,68
E0,2011,2011-12-31,Arsenal,19,1,3,1,QPR,0,0,19,Arsène Wenger,0,01oct1996,13may2018,1,25,68
E0,2011,2012-02-26,Arsenal,26,1,3,5,Tottenham,0,2,19,Arsène Wenger,0,01oct1996,13may2018,1,31,68
E0,2011,2012-04-21,Arsenal,35,1,1,0,Chelsea,1,0,19,Arsène Wenger,0,01oct1996,13may2018,1,11,68
E0,2011,2011-12-18,Aston Villa,16,1,0,0,Liverpool,3,2,14,Alex McLeish,0,17jun2011,14may2012,2,18,48
E0,2011,2011-12-31,Aston Villa,19,0,3,3,Chelsea,0,1,14,Alex McLeish,0,17jun2011,14may2012,11,2,48
E0,2011,2011-12-10,Aston Villa,15,0,3,2,Bolton,0,1,14,Alex McLeish,0,17jun2011,14may2012,6,2,48
E0,2011,2012-01-21,Aston Villa,22,0,3,3,Wolves,0,2,14,Alex McLeish,0,17jun2011,14may2012,36,2,48
E0,2011,2011-09-17,Aston Villa,5,1,1,1,Newcastle,1,1,14,Alex McLeish,0,17jun2011,14may2012,2,22,48
E0,2011,2012-04-15,Aston Villa,33,0,0,0,Man United,3,4,14,Alex McLeish,0,17jun2011,14may2012,20,2,48
E0,2011,2011-11-05,Aston Villa,11,1,3,3,Norwich,0,2,14,Alex McLeish,0,17jun2011,14may2012,2,23,48
E0,2011,2011-10-01,Aston Villa,7,1,3,2,Wigan,0,0,14,Alex McLeish,0,17jun2011,14may2012,2,35,48
E0,2011,2012-02-05,Aston Villa,24,0,0,1,Newcastle,3,2,14,Alex McLeish,0,17jun2011,14may2012,22,2,48
E0,2011,2011-08-20,Aston Villa,2,1,3,3,Blackburn,0,1,14,Alex McLeish,0,17jun2011,14may2012,2,4,48
E0,2011,2011-09-10,Aston Villa,4,0,1,2,Everton,1,2,14,Alex McLeish,0,17jun2011,14may2012,13,2,48
E0,2011,2012-04-28,Aston Villa,36,0,1,0,West Brom,1,0,14,Alex McLeish,0,17jun2011,14may2012,33,2,48
E0,2011,2012-03-03,Aston Villa,27,0,1,1,Blackburn,1,1,14,Alex McLeish,0,17jun2011,14may2012,4,2,48
E0,2011,2011-11-21,Aston Villa,12,0,0,0,Tottenham,3,2,14,Alex McLeish,0,17jun2011,14may2012,31,2,48
E0,2011,2012-02-25,Aston Villa,26,0,1,0,Wigan,1,0,14,Alex McLeish,0,17jun2011,14may2012,35,2,48
E0,2011,2012-01-14,Aston Villa,21,1,1,1,Everton,1,1,14,Alex McLeish,0,17jun2011,14may2012,2,13,48
E0,2011,2011-11-27,Aston Villa,13,0,1,0,Swansea,1,0,14,Alex McLeish,0,17jun2011,14may2012,30,2,48
E0,2011,2012-02-01,Aston Villa,23,1,1,2,QPR,1,2,14,Alex McLeish,0,17jun2011,14may2012,2,25,48
E0,2011,2011-12-03,Aston Villa,14,1,0,0,Man United,3,1,14,Alex McLeish,0,17jun2011,14may2012,2,20,48
E0,2011,2012-04-07,Aston Villa,31,0,1,1,Liverpool,1,1,14,Alex McLeish,0,17jun2011,14may2012,18,2,48
E0,2011,2012-04-09,Aston Villa,32,1,1,1,Stoke,1,1,14,Alex McLeish,0,17jun2011,14may2012,2,28,48
E0,2011,2012-03-24,Aston Villa,29,0,0,0,Arsenal,3,3,14,Alex McLeish,0,17jun2011,14may2012,1,2,48
E0,2011,2011-10-29,Aston Villa,10,0,1,2,Sunderland,1,2,14,Alex McLeish,0,17jun2011,14may2012,29,2,48
E0,2011,2011-09-25,Aston Villa,6,0,1,1,QPR,1,1,14,Alex McLeish,0,17jun2011,14may2012,25,2,48
E0,2011,2011-10-22,Aston Villa,9,1,0,1,West Brom,3,2,14,Alex McLeish,0,17jun2011,14may2012,2,33,48
E0,2011,2012-03-10,Aston Villa,28,1,3,1,Fulham,0,0,14,Alex McLeish,0,17jun2011,14may2012,2,14,48
E0,2011,2011-12-21,Aston Villa,17,1,0,1,Arsenal,3,2,14,Alex McLeish,0,17jun2011,14may2012,2,1,48
E0,2011,2012-03-31,Aston Villa,30,1,0,2,Chelsea,3,4,14,Alex McLeish,0,17jun2011,14may2012,2,11,48
E0,2011,2012-05-06,Aston Villa,37,1,1,1,Tottenham,1,1,14,Alex McLeish,0,17jun2011,14may2012,2,31,48
E0,2011,2011-12-26,Aston Villa,18,0,1,0,Stoke,1,0,14,Alex McLeish,0,17jun2011,14may2012,28,2,48
E0,2011,2011-10-15,Aston Villa,8,0,0,1,Man City,3,4,14,Alex McLeish,0,17jun2011,14may2012,19,2,48
E0,2011,2012-04-24,Aston Villa,35,1,0,1,Bolton,3,2,14,Alex McLeish,0,17jun2011,14may2012,2,6,48
E0,2011,2012-05-13,Aston Villa,38,0,0,0,Norwich,3,2,14,Alex McLeish,0,17jun2011,14may2012,23,2,48
E0,2011,2012-01-02,Aston Villa,20,1,0,0,Swansea,3,2,14,Alex McLeish,0,17jun2011,14may2012,2,30,48
E0,2011,2012-04-21,Aston Villa,34,1,1,0,Sunderland,1,0,14,Alex McLeish,0,17jun2011,14may2012,2,29,48
E0,2011,2012-02-12,Aston Villa,25,1,0,0,Man City,3,1,14,Alex McLeish,0,17jun2011,14may2012,2,19,48
E0,2011,2011-08-27,Aston Villa,3,1,1,0,Wolves,1,0,14,Alex McLeish,0,17jun2011,14may2012,2,36,48
E0,2011,2011-08-13,Aston Villa,1,0,1,0,Fulham,1,0,14,Alex McLeish,0,17jun2011,14may2012,14,2,48
E0,2011,2011-10-23,Blackburn,9,1,0,1,Tottenham,3,2,216,Steve Kean,0,13dec2010,28sep2012,4,31,43
E0,2011,2012-05-07,Blackburn,37,1,0,0,Wigan,3,1,216,Steve Kean,0,13dec2010,28sep2012,4,35,43
E0,2011,2012-04-14,Blackburn,34,0,0,0,Swansea,3,3,216,Steve Kean,0,13dec2010,28sep2012,30,4,43
E0,2011,2012-04-29,Blackburn,36,0,0,0,Tottenham,3,2,216,Steve Kean,0,13dec2010,28sep2012,31,4,43
E0,2011,2012-05-13,Blackburn,38,0,0,1,Chelsea,3,2,216,Steve Kean,0,13dec2010,28sep2012,11,4,43
E0,2011,2012-04-10,Blackburn,33,1,0,2,Liverpool,3,3,216,Steve Kean,0,13dec2010,28sep2012,4,18,43
E0,2011,2011-12-26,Blackburn,18,0,1,1,Liverpool,1,1,216,Steve Kean,0,13dec2010,28sep2012,18,4,43
E0,2011,2012-04-02,Blackburn,31,1,0,0,Man United,3,2,216,Steve Kean,0,13dec2010,28sep2012,4,20,43
E0,2011,2012-01-02,Blackburn,20,1,0,1,Stoke,3,2,216,Steve Kean,0,13dec2010,28sep2012,4,28,43
E0,2011,2011-12-31,Blackburn,19,0,3,3,Man United,0,2,216,Steve Kean,0,13dec2010,28sep2012,20,4,43
E0,2011,2012-02-11,Blackburn,25,1,3,3,QPR,0,2,216,Steve Kean,0,13dec2010,28sep2012,4,25,43
E0,2011,2011-09-24,Blackburn,6,0,0,1,Newcastle,3,3,216,Steve Kean,0,13dec2010,28sep2012,22,4,43
E0,2011,2011-12-17,Blackburn,16,1,0,1,West Brom,3,2,216,Steve Kean,0,13dec2010,28sep2012,4,33,43
E0,2011,2012-02-01,Blackburn,23,1,0,0,Newcastle,3,2,216,Steve Kean,0,13dec2010,28sep2012,4,22,43
E0,2011,2012-03-24,Blackburn,30,0,0,1,Bolton,3,2,216,Steve Kean,0,13dec2010,28sep2012,6,4,43
E0,2011,2012-03-03,Blackburn,27,1,1,1,Aston Villa,1,1,216,Steve Kean,0,13dec2010,28sep2012,4,2,43
E0,2011,2011-10-01,Blackburn,7,1,0,0,Man City,3,4,216,Steve Kean,0,13dec2010,28sep2012,4,19,43
E0,2011,2012-01-21,Blackburn,22,0,1,1,Everton,1,1,216,Steve Kean,0,13dec2010,28sep2012,13,4,43
E0,2011,2011-12-20,Blackburn,17,1,0,1,Bolton,3,2,216,Steve Kean,0,13dec2010,28sep2012,4,6,43
E0,2011,2011-08-27,Blackburn,3,1,0,0,Everton,3,1,216,Steve Kean,0,13dec2010,28sep2012,4,13,43
E0,2011,2012-01-14,Blackburn,21,1,3,3,Fulham,0,1,216,Steve Kean,0,13dec2010,28sep2012,4,14,43
E0,2011,2011-09-17,Blackburn,5,1,3,4,Arsenal,0,3,216,Steve Kean,0,13dec2010,28sep2012,4,1,43
E0,2011,2011-10-15,Blackburn,8,0,1,1,QPR,1,1,216,Steve Kean,0,13dec2010,28sep2012,25,4,43
E0,2011,2011-11-19,Blackburn,12,0,1,3,Wigan,1,3,216,Steve Kean,0,13dec2010,28sep2012,35,4,43
E0,2011,2012-02-25,Blackburn,26,0,0,0,Man City,3,3,216,Steve Kean,0,13dec2010,28sep2012,19,4,43
E0,2011,2012-04-21,Blackburn,35,1,3,2,Norwich,0,0,216,Steve Kean,0,13dec2010,28sep2012,4,23,43
E0,2011,2011-12-03,Blackburn,14,1,3,4,Swansea,0,2,216,Steve Kean,0,13dec2010,28sep2012,4,30,43
E0,2011,2011-09-11,Blackburn,4,0,1,1,Fulham,1,1,216,Steve Kean,0,13dec2010,28sep2012,14,4,43
E0,2011,2011-12-11,Blackburn,15,0,0,1,Sunderland,3,2,216,Steve Kean,0,13dec2010,28sep2012,29,4,43
E0,2011,2012-03-20,Blackburn,29,1,3,2,Sunderland,0,0,216,Steve Kean,0,13dec2010,28sep2012,4,29,43
E0,2011,2011-08-13,Blackburn,1,1,0,1,Wolves,3,2,216,Steve Kean,0,13dec2010,28sep2012,4,36,43
E0,2011,2011-10-29,Blackburn,10,0,1,3,Norwich,1,3,216,Steve Kean,0,13dec2010,28sep2012,23,4,43
E0,2011,2011-11-05,Blackburn,11,1,0,0,Chelsea,3,1,216,Steve Kean,0,13dec2010,28sep2012,4,11,43
E0,2011,2012-04-07,Blackburn,32,0,0,0,West Brom,3,3,216,Steve Kean,0,13dec2010,28sep2012,33,4,43
E0,2011,2012-03-10,Blackburn,28,0,3,2,Wolves,0,0,216,Steve Kean,0,13dec2010,28sep2012,36,4,43
E0,2011,2011-08-20,Blackburn,2,0,0,1,Aston Villa,3,3,216,Steve Kean,0,13dec2010,28sep2012,2,4,43
E0,2011,2012-02-04,Blackburn,24,0,0,1,Arsenal,3,7,216,Steve Kean,0,13dec2010,28sep2012,1,4,43
E0,2011,2011-11-26,Blackburn,13,0,0,1,Stoke,3,3,216,Steve Kean,0,13dec2010,28sep2012,28,4,43
E0,2011,2012-05-13,Bolton,38,0,1,2,Stoke,1,2,165,Owen Coyle,0,08jan2010,09oct2012,28,6,46
E0,2011,2012-04-24,Bolton,34,0,3,2,Aston Villa,0,1,165,Owen Coyle,0,08jan2010,09oct2012,2,6,46
E0,2011,2011-12-20,Bolton,17,0,3,2,Blackburn,0,1,165,Owen Coyle,0,08jan2010,09oct2012,4,6,46
E0,2011,2011-10-29,Bolton,10,0,0,1,Swansea,3,3,165,Owen Coyle,0,08jan2010,09oct2012,30,6,46
E0,2011,2012-04-09,Bolton,32,0,0,0,Newcastle,3,2,165,Owen Coyle,0,08jan2010,09oct2012,22,6,46
E0,2011,2012-03-24,Bolton,29,1,3,2,Blackburn,0,1,165,Owen Coyle,0,08jan2010,09oct2012,6,4,46
E0,2011,2012-05-06,Bolton,37,1,1,2,West Brom,1,2,165,Owen Coyle,0,08jan2010,09oct2012,6,33,46
E0,2011,2011-09-24,Bolton,6,0,0,0,Arsenal,3,3,165,Owen Coyle,0,08jan2010,09oct2012,1,6,46
E0,2011,2012-01-21,Bolton,22,1,3,3,Liverpool,0,1,165,Owen Coyle,0,08jan2010,09oct2012,6,18,46
E0,2011,2012-01-04,Bolton,20,0,3,2,Everton,0,1,165,Owen Coyle,0,08jan2010,09oct2012,13,6,46
E0,2011,2011-11-26,Bolton,13,1,0,0,Everton,3,2,165,Owen Coyle,0,08jan2010,09oct2012,6,13,46
E0,2011,2011-12-31,Bolton,19,1,1,1,Wolves,1,1,165,Owen Coyle,0,08jan2010,09oct2012,6,36,46
E0,2011,2012-04-21,Bolton,33,1,1,1,Swansea,1,1,165,Owen Coyle,0,08jan2010,09oct2012,6,30,46
E0,2011,2011-08-21,Bolton,2,1,0,2,Man City,3,3,165,Owen Coyle,0,08jan2010,09oct2012,6,19,46
E0,2011,2011-08-13,Bolton,1,0,3,4,QPR,0,0,165,Owen Coyle,0,08jan2010,09oct2012,25,6,46
E0,2011,2011-09-17,Bolton,5,1,0,1,Norwich,3,2,165,Owen Coyle,0,08jan2010,09oct2012,6,23,46
E0,2011,2011-10-22,Bolton,9,1,0,0,Sunderland,3,2,165,Owen Coyle,0,08jan2010,09oct2012,6,29,46
E0,2011,2012-04-28,Bolton,35,0,1,2,Sunderland,1,2,165,Owen Coyle,0,08jan2010,09oct2012,29,6,46
E0,2011,2012-03-31,Bolton,30,0,3,3,Wolves,0,2,165,Owen Coyle,0,08jan2010,09oct2012,36,6,46
E0,2011,2012-02-11,Bolton,25,1,0,1,Wigan,3,2,165,Owen Coyle,0,08jan2010,09oct2012,6,35,46
E0,2011,2011-09-10,Bolton,4,1,0,0,Man United,3,5,165,Owen Coyle,0,08jan2010,09oct2012,6,20,46
E0,2011,2011-10-15,Bolton,8,0,3,3,Wigan,0,1,165,Owen Coyle,0,08jan2010,09oct2012,35,6,46
E0,2011,2012-03-10,Bolton,28,1,3,2,QPR,0,1,165,Owen Coyle,0,08jan2010,09oct2012,6,25,46
E0,2011,2012-02-01,Bolton,23,1,1,0,Arsenal,1,0,165,Owen Coyle,0,08jan2010,09oct2012,6,1,46
E0,2011,2011-11-06,Bolton,11,1,3,5,Stoke,0,0,165,Owen Coyle,0,08jan2010,09oct2012,6,28,46
E0,2011,2012-02-04,Bolton,24,0,0,0,Norwich,3,2,165,Owen Coyle,0,08jan2010,09oct2012,23,6,46
E0,2011,2011-12-10,Bolton,15,1,0,1,Aston Villa,3,2,165,Owen Coyle,0,08jan2010,09oct2012,6,2,46
E0,2011,2011-12-17,Bolton,16,0,0,0,Fulham,3,2,165,Owen Coyle,0,08jan2010,09oct2012,14,6,46
E0,2011,2011-11-19,Bolton,12,0,0,1,West Brom,3,2,165,Owen Coyle,0,08jan2010,09oct2012,33,6,46
E0,2011,2011-12-26,Bolton,18,1,0,0,Newcastle,3,2,165,Owen Coyle,0,08jan2010,09oct2012,6,22,46
E0,2011,2011-08-27,Bolton,3,0,0,1,Liverpool,3,3,165,Owen Coyle,0,08jan2010,09oct2012,18,6,46
E0,2011,2012-02-25,Bolton,26,0,0,0,Chelsea,3,3,165,Owen Coyle,0,08jan2010,09oct2012,11,6,46
E0,2011,2012-01-14,Bolton,21,0,0,0,Man United,3,3,165,Owen Coyle,0,08jan2010,09oct2012,20,6,46
E0,2011,2012-05-02,Bolton,36,1,0,1,Tottenham,3,4,165,Owen Coyle,0,08jan2010,09oct2012,6,31,46
E0,2011,2011-12-03,Bolton,14,0,0,0,Tottenham,3,3,165,Owen Coyle,0,08jan2010,09oct2012,31,6,46
E0,2011,2012-03-03,Bolton,27,0,0,0,Man City,3,2,165,Owen Coyle,0,08jan2010,09oct2012,19,6,46
E0,2011,2011-10-02,Bolton,7,1,0,1,Chelsea,3,5,165,Owen Coyle,0,08jan2010,09oct2012,6,11,46
E0,2011,2012-04-07,Bolton,31,1,0,0,Fulham,3,3,165,Owen Coyle,0,08jan2010,09oct2012,6,14,46
E0,2011,2012-04-09,Chelsea,33,0,1,1,Fulham,1,1,192,Roberto Di Matteo,0,04mar2012,21nov2012,14,11,71
E0,2011,2011-12-03,Chelsea,14,0,3,3,Newcastle,0,0,16,André Villas-Boas,0,22jun2011,04mar2012,22,11,71
E0,2011,2012-03-10,Chelsea,28,1,3,1,Stoke,0,0,192,Roberto Di Matteo,0,04mar2012,21nov2012,11,28,71
E0,2011,2012-05-13,Chelsea,38,1,3,2,Blackburn,0,1,192,Roberto Di Matteo,0,04mar2012,21nov2012,11,4,71
E0,2011,2011-12-31,Chelsea,19,1,0,1,Aston Villa,3,3,16,André Villas-Boas,0,22jun2011,04mar2012,11,2,71
E0,2011,2012-03-21,Chelsea,29,0,0,1,Man City,3,2,192,Roberto Di Matteo,0,04mar2012,21nov2012,19,11,71
E0,2011,2011-09-10,Chelsea,4,0,3,2,Sunderland,0,1,16,André Villas-Boas,0,22jun2011,04mar2012,29,11,71
